Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,Constituency,State,District,Year,House,Comment
Keshkali Baiga,IND,0,8th Pass,34,163700,0,No,SHAHDOL (ST),MADHYA PRADESH,,2024,Lok Sabha,No Comment
Phunde Lal Singh Marko,INC,1,Post Graduate,57,26819032,9619670,No,SHAHDOL (ST),MADHYA PRADESH,,2024,Lok Sabha,No Comment
Ravikaran Singh Dhurv,Bhartiya Shakti Chetna Party,0,10th Pass,33,272500,350000,No,SHAHDOL (ST),MADHYA PRADESH,,2024,Lok Sabha,No Comment
Samar Shah Singh Gond,CPI,0,Post Graduate,39,1847200,70000,No,SHAHDOL (ST),MADHYA PRADESH,,2024,Lok Sabha,No Comment
Smt. Himadri Singh,BJP,0,Graduate,37,50180267,4284426,No,SHAHDOL (ST),MADHYA PRADESH,,2024,Lok Sabha,No Comment
Ajay Pratap Singh,Gondvana Gantantra Party,0,Post Graduate,56,14775000,7000000,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Bhagwan Prasad Tiwa,IND,0,Literate,83,13970000,0,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Daddi Yadav,IND,0,Literate,69,2535000,0,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Dashrath Prasad Bais,IND,0,12th Pass,58,5312930,176896,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Dr. Rajesh Mishra,BJP,1,Post Graduate,66,144008066,18427959,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Kailash Prasad Verma,IND,0,12th Pass,44,776000,0,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Kamleshwar Indrajit Kuma,INC,3,Graduate Professional,49,390256920,104695579,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Laxman Singh Bais,IND,0,Graduate Professional,34,375350,900000,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Mahendra Bhaiya,IND,0,10th Pass,57,30000,75000,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Narayan Das Shah,Peoples Party of India (Democratic),0,12th Pass,31,5442000,878000,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Pujan Ram Saket (Babbu),BSP,0,10th Pass,30,5696000,750000,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Ramsahay Sahu,Aapka Gantantra Party,0,5th Pass,54,2197230,0,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Ramvishal Kol,Rashtriya Samaj Paksha,0,12th Pass,66,776200,0,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Sanjay Namdeo,CPI,0,Literate,44,2233000,0,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Shyamlal Vaish,Bhartiya Shakti Chetna Party,0,12th Pass,52,34850000,350000,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Smt. Tara Devi Singh,Rashtriya Jansanchar Dal,0,5th Pass,64,1300000,0,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Sunil Tiwa,IND,1,5th Pass,38,14048517,0,No,SIDHI,MADHYA PRADESH,,2024,Lok Sabha,No Comment
Ahirwar Dalluram,BSP,0,Literate,59,6690000,0,No,TIKAMGARH (SC),MADHYA PRADESH,,2024,Lok Sabha,No Comment
Ahirwar Pankaj S/O Ha,Rashtriya Samaj Paksha,0,Graduate,38,1112500,0,No,TIKAMGARH (SC),MADHYA PRADESH,,2024,Lok Sabha,No Comment
Babulal Khanga,IND,0,12th Pass,49,3364000,25000,No,TIKAMGARH (SC),MADHYA PRADESH,,2024,Lok Sabha,No Comment
Dr. Virendra Kuma,BJP,0,Doctorate,70,28837006,0,No,TIKAMGARH (SC),MADHYA PRADESH,,2024,Lok Sabha,No Comment
Khuman Alias Pankaj Ahirwa,INC,0,Graduate,42,14417320,700000,No,TIKAMGARH (SC),MADHYA PRADESH,,2024,Lok Sabha,No Comment
N.R. Prajapat,Adarsh Nyay Rakshak Party,0,Post Graduate,53,2943000,0,No,TIKAMGARH (SC),MADHYA PRADESH,,2024,Lok Sabha,No Comment
Sarju Prasad,IND,0,10th Pass,26,4444000,300000,No,TIKAMGARH (SC),MADHYA PRADESH,,2024,Lok Sabha,No Comment
Aacharyadip Subhashchandra Ganoj,IND,0,Graduate,44,4938002,633654,No,AKOLA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Abhay Kashinath Patil,INC,1,Graduate Professional,59,614025454,90950596,No,AKOLA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Adhau Ravikant Ramkrushna,Jay Vidarbha Party,0,10th Pass,55,4522114,25000,No,AKOLA,MAHARASHTRA,,2024,Lok Sabha,No Comment
 Adv Najib Shaikh,Indian National League,0,Graduate Professional,40,2587782,1800000,No,AKOLA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Ambedkar Prakash Yashwant,Vanchit Bahujan Aaghadi,6,Graduate Professional,69,65671169,0,No,AKOLA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Anup Sanjay Dhot,BJP,1,Graduate,39,109259962,37201641,No,AKOLA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Ashok Kisanrao Thorat,IND,0,8th Pass,54,10650000,0,No,AKOLA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Baban Mahadev Sayam,Janseva Gondwana Party,0,12th Pass,45,667000,0,No,AKOLA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Dharmendra Chandraprakash Kotha,IND,0,Post Graduate,59,1077172,0,No,AKOLA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Dilip Shatrughan Mhaisa,IND,0,5th Pass,57,2779827,0,No,AKOLA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Kashinath Vishwanath Dhamod,BSP,0,Graduate,56,2605002,1250000,No,AKOLA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Mohmmad Ajaz Mohmmad Tah,Azad Adhikar Sena,0,8th Pass,36,760000,10000,No,AKOLA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Murlidhar Lalsing Pawa,IND,0,Post Graduate,63,10130000,3300,No,AKOLA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Priti Pramod Sadanshiv,Republican Party of India (Social),0,Graduate,36,2280779,1440000,No,AKOLA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Ujwala Vinayak Raut,IND,0,Graduate Professional,43,11150000,0,No,AKOLA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Adv. Pruthvisamrat Mukindrao Dipwansh,IND,0,Graduate Professional,29,1400,0,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Adv. Raju Madhukarrao Kala,Bahujan Bharat Party,2,Graduate Professional,31,41500,29000,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Anandraj Yashwant Ambedka,Republican Sena,3,Post Graduate,63,59945326,0,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Anil Thaware Alias Dr. Anilkumar Nagbuddha,IND,2,Others,56,4590000,525000,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Arun Yashwantrao Bhagat,IND,0,Post Graduate,76,9389878,6000,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Balwant Baswant Wankhad,INC,1,12th Pass,56,17358730,3107392,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Bharat Champatrao Yangad,IND,0,Post Graduate,62,621099,0,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Bhaurao Sampatrao Wankhad,All India Forward Bloc,1,5th Pass,69,626997,352000,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Digambar Waman Bhagat,Naki Bharatiya Ekta Party,0,10th Pass,68,10265000,43000,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Dinesh Ganeshdas Bub,Prahar Janshakti Party,4,12th Pass,52,57162498,0,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Engi. Avinash Harishchandra Dhanawat,Peoples Party of India (Democratic),0,Graduate Professional,67,12091877,0,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Ganesh Nanaji Ramtek,Akhil Bhartiya Parivar Party,0,Post Graduate,46,1765870,0,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Gautam Alias Ananta Ramdas Ingal,IND,0,8th Pass,40,20250390,1233000,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Ghazi Saaduddin Zaheer Ahmed,Rashtriya Ulama Council,1,12th Pass,51,11100000,280000,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Himmat Bhimrao Dhol,IND,0,Graduate Professional,52,2354395,0,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Kishor Bhimrao Labad,IND,0,8th Pass,42,0,0,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Kishor Dnyaneshwar Tayd,IND,0,10th Pass,41,1440000,0,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Mankar Dnyaneshwar Kashirao,IND,0,10th Pass,62,4549868,440419,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Manohar Krushnaji Kurhad,IND,0,Post Graduate,59,200000,0,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Narendra Babulal Katha,Desh Janhit Party,0,12th Pass,41,117000,40000,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Navneet Ravi Rana,BJP,4,10th Pass,38,175553400,102995389,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Prabhakar Pandurang Bhatka,IND,0,Post Graduate,62,22535573,0,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Pramod Ramkrushna Chourpaga,IND,0,Graduate,55,100000,0,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Rajesh Tulshiram Khad,IND,1,Graduate,48,8560569,8141900,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Raju Mahadevrao Sono,IND,0,Graduate,53,5575000,150000,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Ravi Gunwantrao Wankhad,IND,0,12th Pass,30,70030,269000,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Sandeep Babulal Meshram,IND,0,Graduate,35,370500,0,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Sanjaykumar Fattesingh Gadg,BSP,0,Graduate Professional,57,28292754,2206202,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Satish Yashwantrao Gedam,IND,0,12th Pass,33,115000,30000,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Shrikrushn Sakharamji Kshirsaga,IND,0,5th Pass,67,700000,12709,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Sonali Sanjay Meshram,IND,0,12th Pass,37,8120000,0,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Sumitra Sahebrao Gaikwad,IND,0,5th Pass,50,204000,0,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Suraj Dhanraj Nagdva,IND,0,Post Graduate,26,2167000,551000,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Suresh Pundlik Meshram,IND,1,10th Pass,34,32000,0,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Sushama Gajanan Awacha,Jay Vidarbha Party,0,Graduate,39,875000,1160000,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Tara Suresh Wankhad,IND,0,Graduate Professional,51,3138000,900000,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Varsha Bhagawantrao Bhagat,IND,0,8th Pass,47,170000,10000,No,AMRAVATI (SC),MAHARASHTRA,,2024,Lok Sabha,No Comment
Ajaykumar Bhartiya,Akhil Bhartiya Parivar Party,0,Post Graduate,52,9286757,700000,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Beniram Ramchand Fulbandh,IND,0,12th Pass,35,1313000,0,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Chaitram Dasharath Kokas,IND,0,10th Pass,63,6391327,94000,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Devilal Sukhram Nepal,Peoples Party of India (Democratic),0,Post Graduate,58,18966000,4300000,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Dr. Akash Madhukar Jibhakat,IND,0,Graduate Professional,26,775071,0,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Dr. Prashant Yadaorao Padol,INC,0,Graduate Professional,45,144668874,22513000,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Itwale Sharad Martand,IND,0,Graduate,39,1710000,0,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Kumbhalkar Sanjay Bhaiyy,BSP,4,12th Pass,52,53565000,0,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Pradeep Dhobal,IND,0,Post Graduate,57,26528172,5000000,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Sanjay Gajanan Kewat,Vanchit Bahujan Aaghadi,0,Graduate,47,3445000,58500,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Sewakbhau Nirdhan Waghay,IND,0,Post Graduate,58,157813517,5083015,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Sumit Vijay Pand,IND,0,Graduate Professional,43,915000,760000,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Sunil Baburao Mendh,BJP,1,Others,55,592750783,83662345,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Suryakiran Ishwar Nandagawal,IND,0,8th Pass,43,2590000,126000,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Tulsiram Urkuda Gedam,IND,0,Graduate,56,3068000,150,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Vilas Baburao Lend,Lok Swarajya Party,0,Graduate,51,491000,350000,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Vilas Jiyalal Raut,IND,0,12th Pass,50,14799000,0,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Virendrakumar Kasturchand Jaiswal,IND,0,Graduate Professional,68,80125802,1400000,No,BHANDARA GONDIYA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Ashok Waman Hiwal,IND,0,Others,62,2545356,102000,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Aslam Shah Hasan Shah,Maharashtra Vikas Aghadi,0,Literate,43,675900,100000,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Balasaheb Ramchandra Ingl,IND,0,12th Pass,49,448000,405000,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Dinkar Tukaram Samba,IND,0,10th Pass,72,52665000,0,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Gajanan Janardan Dhand,IND,0,12th Pass,40,14172000,113000,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Gautam Kisanrao Maghad,BSP,0,Graduate,52,11139500,770000,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Jadhav Prataprao Ganpatrao,Shiv Sena,2,12th Pass,63,164260448,1467110,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Machhindra Sheshrav Maghad,Socialist Party (India),0,10th Pass,28,931000,1270000,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Madhavrao Sakharam Bansod,Bahujan Republican Socialist Party,0,12th Pass,55,353200,0,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Mohammad Hasan Inamda,Minorities Democratic Party,0,Illiterate,38,900100,39000,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Nandu Jagannath Lawang,IND,0,10th Pass,34,942000,700000,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Narendra Dagdu Khedeka,ShivSena (Uddhav Balasaheb Thackeray),1,Graduate Professional,58,44740087,0,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Pratap Pandharinath Patil,IND,0,8th Pass,55,30566016,62400000,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Prof Sumantai Tirpud,Peoples Party of India (Democratic),0,Post Graduate,72,1896908,0,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Ravikant Chandradas Tupka,IND,11,Graduate,38,9968543,1690000,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Rekha Kailas Pophalka,IND,0,10th Pass,36,190850,0,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Sandeep Ramrao Shelk,IND,1,Graduate,43,130779980,15086753,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Santosh Bhimrao Ingl,Republican Party of India (A),0,Literate,47,35500,0,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Uddhav Onkar Atol,IND,0,Others,67,9522752,1059802,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Vasantrao Rajaram Maga,Vanchit Bahujan Aaghadi,0,Others,61,43076500,244000,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Vikas Bhai Nandav,Bhim Sena,3,12th Pass,31,1591199,1000000,No,BULDHANA,MAHARASHTRA,,2024,Lok Sabha,No Comment
Ashok Ranaji Rathod,Jay Vidarbha Party,0,12th Pass,62,27012522,1500000,No,CHANDRAPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
Awachit Shamrao Sayam,Janseva Gondwana Party,0,Graduate,63,83296294,3252014,No,CHANDRAPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
Bele Rajesh Warluj,Vanchit Bahujan Aaghadi,1,10th Pass,42,6398175,2555000,No,CHANDRAPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
Dhanorkar Pratibha Suresh Alias Balubhau,INC,0,12th Pass,38,803722094,552386611,No,CHANDRAPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
Diwakar Hariji Urad,IND,1,Doctorate,55,7329897,4600000,No,CHANDRAPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
Milind Pralhad Dahiwal,IND,0,12th Pass,44,3641096,3037092,No,CHANDRAPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
Mungantiwar Sudhir Sacchidanand,BJP,2,Post Graduate,61,176564907,54195388,No,CHANDRAPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
Namdeo Manikrao Shedmak,Gondvana Gantantra Party,0,10th Pass,56,898000,824000,No,CHANDRAPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
Purnima Dilip Ghonmod,Bahujan Republican Socialist Party,0,Doctorate,47,271000,500000,No,CHANDRAPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
Rajendra Harishchandra Ramtek,BSP,0,Others,47,277808,0,No,CHANDRAPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
Sanjay Nilkanth Gawand,IND,1,12th Pass,60,580000,0,No,CHANDRAPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
Sewakdas Kawduji Bark,Peoples Party of India (Democratic),0,12th Pass,56,8826982,0,No,CHANDRAPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
Vanita Jitendra Raut,Akhil Bharatiya Manavata Paksha,0,8th Pass,42,208131,17932,No,CHANDRAPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
Vidyasagar Kalidas Kasarlawa,Bhim Sena,0,10th Pass,69,2300000,0,No,CHANDRAPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
Vikas Uttamrao Lasant,Sanman Rajkiya Paksha,0,10th Pass,39,264000,0,No,CHANDRAPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
Ashok Mahadeorao Net,BJP,0,12th Pass,61,70553873,24953190,No,GADCHIROLI - CHIMUR (ST),MAHARASHTRA,,2024,Lok Sabha,No Comment
Barikrao Dharmaji Madav,Bahujan Republican Socialist Party,0,12th Pass,63,18120000,2375000,No,GADCHIROLI - CHIMUR (ST),MAHARASHTRA,,2024,Lok Sabha,No Comment
Dhiraj Purushottam Shedmak,Janseva Gondwana Party,0,Post Graduate,40,16997000,540500,No,GADCHIROLI - CHIMUR (ST),MAHARASHTRA,,2024,Lok Sabha,No Comment
Dr. Kirsan Namdeo,INC,0,Doctorate,65,59476042,2828488,No,GADCHIROLI - CHIMUR (ST),MAHARASHTRA,,2024,Lok Sabha,No Comment
Gonnade Yogesh Namdeorao,BSP,0,Post Graduate,58,44555002,400000,No,GADCHIROLI - CHIMUR (ST),MAHARASHTRA,,2024,Lok Sabha,No Comment
Hitesh Pandurang Madav,Vanchit Bahujan Aaghadi,1,Post Graduate,41,4560000,1156303,No,GADCHIROLI - CHIMUR (ST),MAHARASHTRA,,2024,Lok Sabha,No Comment
Karan Suresh Sayam,IND,0,Others,32,165044,0,No,GADCHIROLI - CHIMUR (ST),MAHARASHTRA,,2024,Lok Sabha,No Comment
Kodape Vilas Shamarao,IND,0,12th Pass,67,2878000,50000,No,GADCHIROLI - CHIMUR (ST),MAHARASHTRA,,2024,Lok Sabha,No Comment
Suhas Umesh Kum,Bhim Sena,0,Graduate,26,10000,0,No,GADCHIROLI - CHIMUR (ST),MAHARASHTRA,,2024,Lok Sabha,No Comment
Vinod Gurudas Madav,IND,0,Others,32,1182500,600000,No,GADCHIROLI - CHIMUR (ST),MAHARASHTRA,,2024,Lok Sabha,No Comment
A. Kadir Mastan Sayyed (Goregaonkar),IND,0,8th Pass,52,740000,0,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Aashtikar Patil Nagesh Bapurao,ShivSena (Uddhav Balasaheb Thackeray),0,Graduate,52,80585824,8867236,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Adv Altaf Ahmed,Indian National League,0,Post Graduate,54,7548190,400000,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Adv Ravi Shind,IND,2,Graduate Professional,44,5488869,0,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Adv. Ramrao Atmaram Jumbad,IND,0,Graduate Professional,28,87000,8000,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Adv. Shivajirao Jadhav,IND,0,Post Graduate,62,539291634,167222522,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Ambadas Sukaji Gad,IND,0,Literate,60,8365986,0,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Anand Rajaram Dhul,IND,0,12th Pass,35,596443,60000,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Anil Devrao Mohit,Akhil Bhartiya Parivar Party,0,Post Graduate,35,3071879,110000,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Ashok Pandurang Rathod,IND,0,Illiterate,41,400000,0,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Baburao Anandrao Kadam,IND,0,Graduate,49,3020500,267000,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Baburao Kadam Kohalika,Shiv Sena,2,Graduate,55,20725394,649017,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Bhawar Govindrao Fulaj,IND,1,Graduate,53,17467000,3000000,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Datta Shrikrishna Suryawansh,IND,0,5th Pass,32,2251200,30000,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Desha Shyam Banjara,Samnak Janta Party,0,Post Graduate,56,7901344,4400000,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Devsarkar Varsha Shivajirao,Bahujan Mukti Party,1,10th Pass,47,26790000,0,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Dewji Gangaram Asol,IND,0,Literate,70,3581512,0,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Dr. B. D. Chavha,Vanchit Bahujan Aaghadi,0,Post Graduate,61,120105254,48499895,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Gajanan Dhondba Dal,BSP,0,Post Graduate,41,7100000,0,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Hemant Radhakishan Kanak,Rashtriya Kisan Bahujan Party,0,Post Graduate,38,10762000,600000,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Mahesh Kailas Napt,IND,1,Graduate Professional,27,25700000,972779,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Prakash Masaram Ranv,Republican Party of India (A),0,8th Pass,47,6270000,1000000,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Ramprasad Narayan Banga,IND,0,10th Pass,43,12675800,80000,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Ravi Ramdas Jadhav (Sawanekar),Abhinav Bharat Janseva Paksh,0,12th Pass,37,265500,0,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Sarjerao Nivrutti Khanda,IND,0,12th Pass,33,20000,0,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Sattar Patha,IND,0,12th Pass,59,250000,0,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Sunil Dasharath Ingol,Bhim Sena,1,8th Pass,44,50000,0,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Sunil Motiram Gajbha,IND,0,12th Pass,33,25000,0,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Trishala Milind Kambl,Bahujan Samaj Party (Ambedkar),0,12th Pass,41,4041000,15000,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Vasant Kisan Paikrao,IND,0,Graduate Professional,64,600000,0,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Vijay Dnyanba Raut,IND,6,Post Graduate,40,5301409,0,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Vijay Ramji Gabha,CPI(M),1,Graduate,57,18930000,1800000,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Vishvanath Bhaurao Falegaonka,IND,0,Post Graduate,34,8830,72593,No,HINGOLI,MAHARASHTRA,,2024,Lok Sabha,No Comment
Adarsh Ravishankar Thaku,IND,0,Illiterate,45,25000,0,No,NAGPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
Adv Ulhas Shalikram Dupa,IND,0,Graduate Professional,58,12985000,1000000,No,NAGPUR,MAHARASHTRA,,2024,Lok Sabha,No Comment
